id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
304,Virginia,Baltimore/Washington,4,Fri 3/24,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,52.23,72.61,63,11,S,10.45,0,1006,100,1679677200,-14400
305,Virginia,Baltimore/Washington,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.93,73.83,72,23,S,0.33,0,998,100,1679763600,-14400
306,Virginia,Blacksburg/Roanoke,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,25.21,55.9,24,10,S,0,0,1029,40,1679418000,-14400
307,Virginia,Blacksburg/Roanoke,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.19,42.51,93,4,SW,2.53,0,1029,100,1679504400,-14400
308,Virginia,Blacksburg/Roanoke,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.2,70.92,54,15,SW,0,0,1018,95,1679590800,-14400
309,Virginia,Blacksburg/Roanoke,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.42,72.82,56,15,SW,0.7,0,1009,100,1679677200,-14400
310,Virginia,Blacksburg/Roanoke,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.69,68.95,38,19,SW,1.62,0,1001,53,1679763600,-14400
311,Virginia,Wakefield,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,28.35,60.76,24,7,SE,0,0,1032,79,1679418000,-14400
312,Virginia,Wakefield,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,40.91,60.89,59,10,SW,0,0,1029,100,1679504400,-14400
313,Virginia,Wakefield,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.75,77.72,53,16,SW,0,0,1019,88,1679590800,-14400
314,Virginia,Wakefield,4,Fri 3/24,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,61.39,81.46,46,16,SW,0,0,1010,100,1679677200,-14400
315,Virginia,Wakefield,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.05,77.14,71,19,S,0.1,0,1003,100,1679763600,-14400
316,West Virginia,Charleston,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,25.54,59.34,27,5,S,0,0,1029,76,1679418000,-14400
317,West Virginia,Charleston,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.3,56.34,83,10,S,1.14,0,1025,100,1679504400,-14400
318,West Virginia,Charleston,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,52.66,74.37,63,15,SW,0.97,0,1016,100,1679590800,-14400
319,West Virginia,Charleston,4,Fri 3/24,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,61.25,70.47,87,15,SW,31.11,0,1007,95,1679677200,-14400
320,West Virginia,Charleston,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.22,66.7,60,24,SW,3.18,0,999,37,1679763600,-14400
321,Guam,Guam,1,Tue 3/21,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,78.42,82.45,76,12,NE,6.37,0,1011,81,1679364000,36000
322,Guam,Guam,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.85,81.68,80,17,NE,3.69,0,1012,45,1679450400,36000
323,Guam,Guam,3,Thu 3/23,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,79.3,82.02,71,17,NE,0,0,1012,13,1679536800,36000
324,Guam,Guam,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.71,82.08,75,17,NE,0.95,0,1011,11,1679623200,36000
325,Guam,Guam,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.64,81.84,76,17,NE,2.08,0,1010,23,1679709600,36000
326,Hawaii,Honolulu,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.84,76.75,70,11,NE,1.86,0,1019,100,1679436000,-36000
327,Hawaii,Honolulu,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.23,76.48,72,12,E,4.04,0,1019,100,1679522400,-36000
328,Hawaii,Honolulu,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.41,76.17,68,5,N,2.98,0,1018,27,1679608800,-36000
329,Hawaii,Honolulu,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.05,76.46,74,13,NE,2.71,0,1019,10,1679695200,-36000
330,Hawaii,Honolulu,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.73,75.2,75,18,NE,0.32,0,1019,100,1679781600,-36000
331,Alabama,Birmingham,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.11,60.76,42,10,SE,0,0,1028,96,1679418000,-18000
332,Alabama,Birmingham,2,Wed 3/22,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,44.44,73.87,48,9,S,0,0,1025,29,1679504400,-18000
333,Alabama,Birmingham,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.94,78.87,46,9,S,0,0,1022,2,1679590800,-18000
334,Alabama,Birmingham,4,Fri 3/24,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,61.86,81.81,49,16,S,0,0,1013,59,1679677200,-18000
335,Alabama,Birmingham,5,Sat 3/25,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,58.17,76.59,28,21,S,14.54,0,1010,0,1679763600,-18000
336,Alabama,Huntsville,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,34.75,56.89,43,14,SE,0,0,1028,100,1679418000,-18000
337,Alabama,Huntsville,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.59,60.8,78,9,SE,0.28,0,1026,100,1679504400,-18000
338,Alabama,Huntsville,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,51.31,75.85,56,13,S,0,0,1021,67,1679590800,-18000
339,Alabama,Huntsville,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.43,78.08,82,19,SE,0.34,0,1012,100,1679677200,-18000
340,Alabama,Huntsville,5,Sat 3/25,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,56.05,69.98,49,16,SW,32.67,0,1009,0,1679763600,-18000
341,Alabama,Mobile/Pensacola,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,36.41,64.42,43,10,SE,0,0,1026,52,1679421600,-18000
342,Alabama,Mobile/Pensacola,2,Wed 3/22,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,50.94,74.01,43,8,SE,0,0,1025,19,1679508000,-18000
343,Alabama,Mobile/Pensacola,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,58.55,78.1,61,11,SE,0,0,1022,4,1679590800,-18000
344,Alabama,Mobile/Pensacola,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.56,76.37,66,14,S,0.13,0,1015,31,1679677200,-18000
345,Alabama,Mobile/Pensacola,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,62.55,81.61,27,14,S,4.62,0,1012,10,1679763600,-18000
346,Arkansas,Little Rock,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,42.24,51.22,83,9,SE,2.07,0,1021,100,1679421600,-18000
347,Arkansas,Little Rock,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,53.37,68.92,87,12,S,1.5,0,1018,100,1679508000,-18000
348,Arkansas,Little Rock,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,63.81,75.88,72,15,S,0,0,1015,97,1679594400,-18000
349,Arkansas,Little Rock,4,Fri 3/24,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,60.06,69.3,91,14,S,65.38,0,1005,100,1679680800,-18000
350,Arkansas,Little Rock,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.88,68.54,56,11,W,0,0,1010,1,1679767200,-18000
351,Florida,Jacksonville,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,48.96,65.91,53,11,NE,0,0,1028,45,1679418000,-14400
352,Florida,Jacksonville,2,Wed 3/22,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.79,80.51,48,10,E,0,0,1025,10,1679504400,-14400
353,Florida,Jacksonville,3,Thu 3/23,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,61.21,82.29,44,10,E,0,0,1025,18,1679590800,-14400
354,Florida,Jacksonville,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,62.46,85.01,37,8,S,0,0,1017,0,1679677200,-14400
355,Florida,Jacksonville,5,Sat 3/25,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,65.71,83.59,52,15,SW,0,0,1013,43,1679763600,-14400
356,Florida,Key West,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,66.09,74.16,79,19,NE,0,0,1023,100,1679418000,-14400
357,Florida,Key West,2,Wed 3/22,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,73.13,74.84,68,24,NE,0,0,1024,0,1679504400,-14400
358,Florida,Key West,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,73.31,74.79,67,24,NE,0,0,1023,3,1679590800,-14400
359,Florida,Key West,4,Fri 3/24,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,75.06,76.71,71,18,E,0,0,1018,16,1679677200,-14400
360,Florida,Key West,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,76.32,78.17,83,16,SE,0,0,1016,0,1679763600,-14400
361,Florida,Melbourne,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.55,71.69,57,12,N,0,0,1025,9,1679418000,-14400
362,Florida,Melbourne,2,Wed 3/22,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,64.72,74.16,62,15,E,0,0,1026,24,1679504400,-14400
363,Florida,Melbourne,3,Thu 3/23,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,66.15,75.36,58,13,E,0,0,1025,11,1679590800,-14400
364,Florida,Melbourne,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,66.74,78.69,57,19,E,0,0,1018,0,1679677200,-14400
365,Florida,Melbourne,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,65.05,84.67,51,11,S,0,0,1015,1,1679763600,-14400
366,Florida,Miami,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,60.28,75.88,57,12,NE,0,0,1024,58,1679418000,-14400
367,Florida,Miami,2,Wed 3/22,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,70.43,78.17,52,16,E,0,0,1024,23,1679504400,-14400
368,Florida,Miami,3,Thu 3/23,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,70.86,78.62,49,16,E,0,0,1023,34,1679590800,-14400
369,Florida,Miami,4,Fri 3/24,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,73,81.45,48,14,E,0,0,1018,36,1679677200,-14400
370,Florida,Miami,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.13,82.22,65,16,SE,0.14,0,1017,44,1679763600,-14400
371,Florida,Tallahassee,1,Tue 3/21,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,34.79,70.9,46,7,NE,0,0,1028,29,1679418000,-14400
372,Florida,Tallahassee,2,Wed 3/22,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.03,78.76,43,7,SE,0,0,1026,6,1679504400,-14400
373,Florida,Tallahassee,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,56.44,79.56,48,10,SE,0,0,1024,0,1679590800,-14400
374,Florida,Tallahassee,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.47,80.64,44,12,S,0,0,1017,0,1679677200,-14400
375,Florida,Tallahassee,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,63.77,86.81,60,12,SW,5.16,0,1012,96,1679763600,-14400
376,Florida,Tampa,1,Tue 3/21,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.98,75.58,46,14,NE,0,0,1024,5,1679418000,-14400
377,Florida,Tampa,2,Wed 3/22,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,58.82,78.06,46,15,E,0,0,1025,0,1679504400,-14400
378,Florida,Tampa,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.2,81.9,46,14,E,0,0,1023,0,1679590800,-14400
379,Florida,Tampa,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,62.29,80.83,50,18,SW,0,0,1017,0,1679677200,-14400
380,Florida,Tampa,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,66.45,80.89,64,17,S,0,0,1016,5,1679763600,-14400
381,Georgia,Peachtree City/Atlanta,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,31.01,59.32,35,9,SE,0,0,1030,74,1679418000,-14400
382,Georgia,Peachtree City/Atlanta,2,Wed 3/22,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,43.18,73.09,54,8,S,0,0,1026,25,1679504400,-14400
383,Georgia,Peachtree City/Atlanta,3,Thu 3/23,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,53.22,78.06,45,9,S,0,0,1023,37,1679590800,-14400
384,Georgia,Peachtree City/Atlanta,4,Fri 3/24,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,57.58,79.74,46,13,S,0,0,1014,47,1679677200,-14400
385,Georgia,Peachtree City/Atlanta,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,56.73,76.51,26,21,S,8.25,0,1009,13,1679763600,-14400
386,Louisiana,Lake Charles,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,48.16,70.95,66,17,SE,0,0,1022,99,1679421600,-18000
387,Louisiana,Lake Charles,2,Wed 3/22,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,63.34,77.43,62,15,S,0,0,1022,68,1679508000,-18000
388,Louisiana,Lake Charles,3,Thu 3/23,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,64.65,80.91,63,17,S,0,0,1019,24,1679594400,-18000
389,Louisiana,Lake Charles,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,70.05,80.53,66,19,S,3.3,0,1010,71,1679680800,-18000
390,Louisiana,Lake Charles,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,56.97,81.23,23,11,W,0,0,1013,0,1679767200,-18000
391,Louisiana,New Orleans/Baton Rouge,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,39.92,66,49,13,E,0,0,1025,58,1679421600,-18000
392,Louisiana,New Orleans/Baton Rouge,2,Wed 3/22,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,57.79,73.29,60,10,E,0,0,1024,65,1679508000,-18000
393,Louisiana,New Orleans/Baton Rouge,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.48,79.47,61,10,SE,0,0,1021,0,1679594400,-18000
394,Louisiana,New Orleans/Baton Rouge,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,65.53,79.97,57,19,S,4.75,0,1013,18,1679680800,-18000
395,Louisiana,New Orleans/Baton Rouge,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.05,77.88,39,16,SW,5.84,0,1013,0,1679767200,-18000
396,Louisiana,Shreveport,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.01,68,76,13,SE,0,0,1020,100,1679421600,-18000
397,Louisiana,Shreveport,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,62.15,72.09,78,12,SE,0,0,1020,100,1679508000,-18000
398,Louisiana,Shreveport,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,62.24,83.59,62,14,S,0,0,1016,95,1679594400,-18000
399,Louisiana,Shreveport,4,Fri 3/24,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,60.13,72,78,14,S,47,0,1007,100,1679680800,-18000
400,Louisiana,Shreveport,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.55,73.9,36,11,SW,0,0,1012,0,1679767200,-18000
401,Mississippi,Jackson,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,38.68,61.41,48,11,SE,0,0,1024,100,1679421600,-18000
402,Mississippi,Jackson,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,51.55,76.77,58,10,S,0,0,1022,85,1679508000,-18000
403,Mississippi,Jackson,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,56.05,80.85,49,13,SE,0,0,1019,1,1679594400,-18000
404,Mississippi,Jackson,4,Fri 3/24,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,66.79,83.23,53,19,SW,5.61,0,1010,82,1679680800,-18000
405,Mississippi,Jackson,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,58.78,75.67,36,11,SW,4.74,0,1012,0,1679767200,-18000
406,New Mexico,Albuquerque,1,Tue 3/21,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,40.53,53.04,65,15,SW,4.6,0,1009,100,1679425200,-21600
407,New Mexico,Albuquerque,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.37,62.73,38,33,S,0.25,0,1007,100,1679511600,-21600
408,New Mexico,Albuquerque,3,Thu 3/23,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,40.42,52.48,28,21,W,0,0,1013,47,1679598000,-21600
409,New Mexico,Albuquerque,4,Fri 3/24,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,37.81,49.62,33,29,W,0.99,1.08,1012,97,1679684400,-21600
410,New Mexico,Albuquerque,5,Sat 3/25,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,33.78,48.54,29,17,W,0.65,0.72,1013,0,1679770800,-21600
411,Oklahoma,Norman/Oklahoma City,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.83,73.74,73,26,S,0.11,0,1011,100,1679421600,-18000
412,Oklahoma,Norman/Oklahoma City,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,60.91,80.02,54,25,S,0,0,1012,100,1679508000,-18000
413,Oklahoma,Norman/Oklahoma City,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,63.79,71.89,80,24,S,5.28,0,1010,100,1679594400,-18000
414,Oklahoma,Norman/Oklahoma City,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,55.26,73.36,26,18,SW,1.45,0,1004,51,1679680800,-18000
415,Oklahoma,Norman/Oklahoma City,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.35,62.2,52,13,W,0,0,1012,0,1679767200,-18000
416,Oklahoma,Tulsa,1,Tue 3/21,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,43.79,59.29,87,22,SE,8.91,0,1013,100,1679421600,-18000
417,Oklahoma,Tulsa,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.02,80.04,63,22,S,0.19,0,1012,99,1679508000,-18000
418,Oklahoma,Tulsa,3,Thu 3/23,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.79,70.68,87,23,S,10.28,0,1010,100,1679594400,-18000
419,Oklahoma,Tulsa,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,57.81,72.41,63,10,SW,2.63,0,1003,83,1679680800,-18000
420,Oklahoma,Tulsa,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.15,62.55,53,9,NW,2.41,0,1011,7,1679767200,-18000
421,Puerto Rico,San Juan,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.49,82.02,66,17,NE,0.12,0,1021,7,1679414400,-14400
422,Puerto Rico,San Juan,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,72.77,78.21,76,18,NE,15.24,0,1020,14,1679500800,-14400
423,Puerto Rico,San Juan,3,Thu 3/23,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,71.53,79.29,54,13,NE,0,0,1019,0,1679587200,-14400
424,Puerto Rico,San Juan,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.55,79.88,59,13,NE,0.6,0,1018,2,1679673600,-14400
425,Puerto Rico,San Juan,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.67,81.19,66,16,NE,0.1,0,1018,68,1679760000,-14400
426,Tennessee,Memphis,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.01,49.3,63,11,SE,1.48,0,1025,100,1679421600,-18000
427,Tennessee,Memphis,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,51.66,67.48,88,15,S,3.7,0,1020,100,1679508000,-18000
428,Tennessee,Memphis,3,Thu 3/23,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,61.03,77.05,67,17,S,0,0,1017,45,1679594400,-18000
429,Tennessee,Memphis,4,Fri 3/24,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,63.97,71.83,84,18,S,35.73,0,1007,100,1679680800,-18000
430,Tennessee,Memphis,5,Sat 3/25,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,55.38,64.49,67,14,SW,0.14,0,1010,37,1679767200,-18000
431,Tennessee,Morristown/Knoxville,1,Tue 3/21,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,28.36,56.01,41,4,NE,0,0,1029,90,1679418000,-14400
432,Tennessee,Morristown/Knoxville,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,39.33,48.63,95,4,E,11.66,0,1028,100,1679504400,-14400
433,Tennessee,Morristown/Knoxville,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,46.2,72.55,68,15,SW,0,0,1020,88,1679590800,-14400
434,Tennessee,Morristown/Knoxville,4,Fri 3/24,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.04,68.81,76,17,SW,0,0,1011,99,1679677200,-14400
435,Tennessee,Morristown/Knoxville,5,Sat 3/25,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,49.42,66.45,60,22,SW,10,0,1005,6,1679763600,-14400
436,Tennessee,Nashville,1,Tue 3/21,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,32.74,55.53,38,12,S,4.43,0,1027,100,1679418000,-18000
437,Tennessee,Nashville,2,Wed 3/22,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,46.15,56.35,90,12,SE,12.25,0,1024,100,1679504400,-18000
438,Tennessee,Nashville,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,55.72,76.19,64,15,S,0,0,1018,73,1679590800,-18000
439,Tennessee,Nashville,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,63.34,69.48,90,16,S,6.28,0,1009,100,1679677200,-18000
440,Tennessee,Nashville,5,Sat 3/25,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,52.54,65.39,55,16,W,16.07,0,1007,42,1679763600,-18000
441,Texas,Amarillo,1,Tue 3/21,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,47.7,69.58,25,26,SW,0,0,1006,60,1679421600,-18000
442,Texas,Amarillo,2,Wed 3/22,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,55.9,78.06,25,27,SW,0,0,1009,100,1679508000,-18000
443,Texas,Amarillo,3,Thu 3/23,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,51.58,68.7,34,20,SW,0,0,1009,76,1679594400,-18000
444,Texas,Amarillo,4,Fri 3/24,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.66,61.32,33,15,W,0,0,1006,0,1679680800,-18000
445,Texas,Amarillo,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.68,61.21,28,18,W,0,0,1012,5,1679767200,-18000
446,Texas,Austin/San Antonio,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,52.72,71.71,94,18,SE,1.04,0,1017,100,1679421600,-18000
447,Texas,Austin/San Antonio,2,Wed 3/22,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,66.29,75.74,77,16,SE,0.12,0,1017,100,1679508000,-18000
448,Texas,Austin/San Antonio,3,Thu 3/23,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,66.18,85.53,56,24,SE,0.46,0,1013,57,1679594400,-18000
449,Texas,Austin/San Antonio,4,Fri 3/24,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.9,82.78,65,16,W,4.27,0,1009,98,1679680800,-18000
450,Texas,Austin/San Antonio,5,Sat 3/25,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,54.88,79.63,17,16,W,0,0,1014,0,1679767200,-18000
451,Texas,Brownsville,1,Tue 3/21,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,66.7,76.03,76,21,SE,1.29,0,1017,99,1679421600,-18000
452,Texas,Brownsville,2,Wed 3/22,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,70.81,82.47,65,23,SE,0,0,1018,65,1679508000,-18000
453,Texas,Brownsville,3,Thu 3/23,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,72.99,85.39,58,27,SE,0,0,1013,85,1679594400,-18000
454,Texas,Brownsville,4,Fri 3/24,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,73.36,94.75,50,25,S,0,0,1008,55,1679680800,-18000
455,Texas,Brownsville,5,Sat 3/25,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,71.02,84.72,34,16,E,0,0,1013,30,1679767200,-18000
